Client name,Service Offerings,Service Lines,[Year-Month],[Service Offering ID],Country,Collection Days,Revenue,Gross Profit,Direct Profit,Total Cost,Total Cost GP,Total Cost DP,External Blue,External Green,External Red,External Yellow,External Pink,External Orange,External Black,Internal Blue,Internal green,Internal Red,Internal Yellow,Internal Orange,Internal White,Internal Brown,Internal Blue,Internal Pink,Internal Pink
KRISTOFORI Nikolas,Crescent,Mars,2023-Dec,SO00072,USA,30,,-67.9541,-12634.8995,12634.8995,67.9541,12566.9454,8960.4596,35.1978,3092.2233,,,,,,354.0103,,94.2074,,,67.9541,,30.847,
KRISTOFORI Nikolas,Mono,Earth,2023-Dec,SO00059,IRELAND,45,,-4.2608,-887.3608,887.3608,4.2608,883.1,,,,,,,883.1,,,,,,,4.2608,,,
KST Transport GmbH,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,-23.7376,-23.7376,23.7376,23.7376,0,,,,,,,,,,,,,,23.7376,,,
KST Transport GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,52376.0056,52376.0056,16131.2805,36244.7251,0,36244.7251,35685.6251,,459.1,100,,,,,,,,,,,,,
KST Transport GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-297.0945,-297.0945,297.0945,297.0945,0,,,,,,,,,,,,,,297.0945,,,
KST Transport GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-87.0687,-641.0455,641.0455,87.0687,553.9768,,,,,,,,,,,553.9768,,,87.0687,,,
Kula Projekt Bau GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,,-18.6598,-18.6598,18.6598,18.6598,0,,,,,,,,,,,,,,18.6598,,,
Kula Projekt Bau GmbH,Villafy,Venus,2023-Dec,SO00066,USA,30,,-16.3754,-16.3754,16.3754,16.3754,0,,,,,,,,,,,,,,16.3754,,,
KUMAR Harinder,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,200.25,196.9653,105.2899,94.9601,3.2847,91.6754,46.725,,,,,,,40.305,,,4.6454,,,3.2847,,,
KUMAR Harinder,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,-23.6354,-27.3844,27.3844,23.6354,3.749,,,,,,,,,,,3.749,,,23.6354,,,
KURUCZOVA Olga,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,1031.47,1024.0436,584.7867,446.6833,7.4264,439.2569,438.9307,,,,,,,,,0.3262,,,,7.4264,,,
KURUCZOVA Olga,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,103.14,-166.2296,-177.5336,280.6736,269.3696,11.304,,,,,,,,,9.178,2.126,,,,269.3696,,,
KURUCZOVA Olga,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-50.1287,-50.1287,50.1287,50.1287,0,,,,,,,,,,,,,,50.1287,,,
KVACALA Jan,Uno Wear,Venus,2023-Dec,SO00064,USA,30,55507.0692,55432.8407,22979.0015,32528.0677,74.2285,32453.8392,29210.0499,,923.8,115,,,,,,,2204.9893,,,74.2285,,,
KVACALA Jan,Uno Wear,Venus,2023-Dec,SO00064,USA,30,3231.0671,3231.0671,1926.7819,1304.2852,0,1304.2852,1187.2852,,117,,,,,,,,,,,,,,
KVACALA Jan,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-560.4352,-717.8689,717.8689,560.4352,157.4337,,,,,,,,,,,157.4337,,,560.4352,,,
KVACALA Jan,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-9.5268,-9.5268,9.5268,9.5268,0,,,,,,,,,,,,,,9.5268,,,
KW High Class Interior LTD,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,430.56,427.0681,289.3356,141.2244,3.4919,137.7325,70.73,,,,,,,51.5917,,,15.4108,,,3.4919,,,
KW High Class Interior LTD,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,-18.9468,-29.7289,29.7289,18.9468,10.7821,,,,,,,,,,,2.9142,,,18.9468,7.8679,,
KW High Class Interior LTD,Uno Wear,Venus,2023-Dec,SO00064,USA,30,2502.24,2498.7481,1772.8349,729.4051,3.4919,725.9132,688.435,,,,,,,,,,37.4782,,,3.4919,,,
KW High Class Interior LTD,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-43.0045,-61.1917,61.1917,43.0045,18.1872,,,,,,,,5.1071,,,13.0801,,,43.0045,,,
L.P.S. GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,,-26.2792,-26.2792,26.2792,26.2792,0,,,,,,,,,,,,,,26.2792,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,2364.9833,2364.9833,2357.7933,7.19,0,7.19,7.19,,,,,,,,,,,,,,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,236.4995,236.4995,236.4995,0,0,0,,,,,,,,,,,,,,,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-205.4817,-218.081,218.081,205.4817,12.5993,,,,,,,,,12.5993,,,,,205.4817,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-74.611,-74.611,74.611,74.611,0,,,,,,,,,,,,,,74.611,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-0.6324,-0.6324,0.6324,0.6324,0,,,,,,,,,,,,,,0.6324,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
L.P.S. GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lahorla e.U.,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,-52.113,-52.113,52.113,52.113,0,,,,,,,,,,,,,,52.113,,,
Lahorla e.U.,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lahorla e.U.,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,-2.6859,-78.6509,78.6509,2.6859,75.965,,,,,,,,,61.4413,,,,,2.6859,,14.5237,
Lascala GmbH,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,2754.7477,2743.0377,2415.2219,339.5258,11.71,327.8158,252.9611,,64.5734,,,,,,,,,,,11.71,,10.2813,
Lascala GmbH,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,-94.3947,-119.5933,119.5933,94.3947,25.1986,,,,,,,,,25.1986,,,,,94.3947,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,149128.6845,146107.5334,100660.725,48467.9595,3021.1511,45446.8084,35511.6116,,5624.8056,2764.4,,,652,274.3911,119.8963,,422.5862,,,3021.1511,,77.1176,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,2330.21,2319.47,1989.47,340.74,10.74,330,285,,45,,,,,,,,,,,10.74,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,844.84,732.2033,288.9863,555.8537,112.6367,443.217,257.215,,65,7.8,,,40,,42.355,,,,,112.6367,,30.847,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,840,840,566.148,273.852,0,273.852,178.752,,58,37.1,,,,,,,,,,,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,718.35,716.8236,484.1026,234.2474,1.5264,232.721,178.721,,40,,,,14,,,,,,,1.5264,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,-400.9876,-400.9876,400.9876,400.9876,0,,,,,,,,,,,,,,400.9876,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,-85.2468,-85.2468,85.2468,85.2468,0,,,,,,,,,,,,,,85.2468,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,-35.3197,-35.3197,35.3197,35.3197,0,,,,,,,,,,,,,,35.3197,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,0,-149.8,149.8,0,149.8,,,64,85.8,,,,,,,,,,,,,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,-3649.07,-24029.7662,-24182.2947,20533.2247,20380.6962,152.5285,,,,,,,,13.4629,81.8938,,,,,20380.6962,,57.1718,
Laszlo Földi KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,-15754.82,-15754.82,-15754.82,0,0,0,,,,,,,,,,,,,,,,,
Laszlo Földi KG,Towlee,Mars,2023-Dec,SO00071,USA,30,,-44.0651,-44.0651,44.0651,44.0651,0,,,,,,,,,,,,,,44.0651,,,
Laszlo Földi KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,0,-26.8724,26.8724,0,26.8724,,,,,,,,,26.8724,,,,,,,,
Laszlo Földi KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,0,-14.1126,14.1126,0,14.1126,,,,,,,,,14.1126,,,,,,,,
Laszlo Földi KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,0,-187.3816,187.3816,0,187.3816,,,,,,,,187.3816,,,,,,,,,
Laszlo Földi KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,0,-29.981,29.981,0,29.981,,,,,,,,29.981,,,,,,,,,
Laszlo Földi KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,-46.796,-138.8882,138.8882,46.796,92.0922,,,,,,,,,92.0922,,,,,46.796,,,
LAZIOVA Edita,Scruncho,Venus,2023-Dec,SO00065,USA,30,751,751,350.04,400.96,0,400.96,,,,,,,400.96,,,,,,,,,,
LAZIOVA Edita,Scruncho,Venus,2023-Dec,SO00065,USA,30,,-1.0154,-1.0154,1.0154,1.0154,0,,,,,,,,,,,,,,1.0154,,,
LAZIOVA Edita,Uno Wear,Venus,2023-Dec,SO00064,USA,30,3318.5,3310.0941,2233.7153,1084.7847,8.4059,1076.3788,1057.92,,,,,,,,,,18.4588,,,8.4059,,,
LAZIOVA Edita,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-70.5243,-78.5497,78.5497,70.5243,8.0254,,,,,,,,,,,8.0254,,,70.5243,,,
Laziri GmbH,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,0,-4.6759,4.6759,0,4.6759,,,,,,,,,,,,,,,,4.6759,
Laziri GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,50492.2,50341.9731,33187.3773,17304.8227,150.2269,17154.5958,15187.6337,,304.945,465.825,,,,430.697,,,765.3399,,,150.2269,,0.1552,
Laziri GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-331.5121,-622.4692,622.4692,331.5121,290.9571,,,,,,,,42.3594,,,181.7196,,,331.5121,66.8781,,
Laziri GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,3,3,3,0,0,0,,,,,,,,,,,,,,,,,
Laziri GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,-0.776,0.776,0,0.776,,,,,,,,,,,,,,,,0.776,
Laziri GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,-35.5537,35.5537,0,35.5537,,,,,,,,35.3985,,,,,,,,0.1552,
LEMOS Industrieservice GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,2490,2490,1480.1134,1009.8866,0,1009.8866,,,,,,,1009.8866,,,,,,,,,,
LEMOS Industrieservice GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,600,600,361.8192,238.1808,0,238.1808,,,,,,,238.1808,,,,,,,,,,
LEMOS Industrieservice GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,,-163.1487,-163.1487,163.1487,163.1487,0,,,,,,,,,,,,,,163.1487,,,
LEMOS Industrieservice GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,,-6.5298,-6.5298,6.5298,6.5298,0,,,,,,,,,,,,,,6.5298,,,
LEMOS Industrieservice GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,2270.89,2256.6542,1264.1911,1006.6989,14.2358,992.4631,960.3925,,18.6,,,,,,,,13.4706,,,14.2358,,,
Lesandro GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,16981.76,16972.9278,10823.5228,6158.2372,8.8322,6149.405,5773.115,,,96.3,,,,,,,279.99,,,8.8322,,,
Lesandro GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-165.5486,-206.6598,206.6598,165.5486,41.1112,,,,,,,,,,,33.2433,,,165.5486,7.8679,,
Level12 GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,8084.537,8072.9909,3612.3416,4472.1954,11.5461,4460.6493,3732.8397,,,385,,,,,,,342.8096,,,11.5461,,,
Level12 GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,583.8076,-260.1452,-936.8603,1520.6679,843.9528,676.7151,,,,,,,,272.0701,,,404.645,,,843.9528,,,
Level12 GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,403.6794,401.9292,168.179,235.5004,1.7502,233.7502,36.5172,,,50,,,,,,,147.233,,,1.7502,,,
Level12 GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,-26,-26,-26,0,0,0,,,,,,,,,,,,,,,,,
Libas KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,3221.9633,3216.5915,2310.232,911.7313,5.3718,906.3595,814.8489,,81.5106,10,,,,,,,,,,5.3718,,,
Libas KG,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,-196.5973,-196.5973,196.5973,196.5973,0,,,,,,,,,,,,,,196.5973,,,
Libas KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,2118.0633,2099.2584,1512.6873,605.376,18.8049,586.5711,484.8488,,81.7223,20,,,,,,,,,,18.8049,,,
Libas KG,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,-268.4393,-268.4393,268.4393,268.4393,0,,,,,,,,,,,,,,268.4393,,,
Life Success GmbH für Consulting und Investment,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,1350.5069,1330.4757,835.3293,515.1776,20.0312,495.1464,464.9494,,,,,,,,,,30.197,,,20.0312,,,
Life Success GmbH für Consulting und Investment,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,-213.6855,-225.3474,225.3474,213.6855,11.6619,,,,,,,,,,,11.6619,,,213.6855,,,
Life Success GmbH für Consulting und Investment,Uno Wear,Venus,2023-Dec,SO00064,USA,30,797.4297,791.9516,439.9886,357.4411,5.4781,351.963,336.534,,10.5,,,,,,,,4.929,,,5.4781,,,
Life Success GmbH für Consulting und Investment,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-40.6063,-45.1876,45.1876,40.6063,4.5813,,,,,,,,,,,4.5813,,,40.6063,,,
Life Trans 123 Company GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,953.1679,953.1679,953.1679,0,0,0,,,,,,,,,,,,,,,,,
Life Trans 123 Company GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,,-53.4216,-53.4216,53.4216,53.4216,0,,,,,,,,,,,,,,53.4216,,,
Life Trans 123 Company GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,6247.5361,6247.5361,2845.9708,3401.5653,0,3401.5653,3401.5653,,,,,,,,,,,,,,,,
Life Trans 123 Company GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,55.5753,55.5753,55.5753,0,0,0,,,,,,,,,,,,,,,,,
Life Trans 123 Company GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-457.3587,-546.2943,546.2943,457.3587,88.9356,,,,,,,,,75.6036,,,,,457.3587,,13.332,
Life Trans 123 Company GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-3.0497,-78.0645,78.0645,3.0497,75.0148,,,,,,,,,28.9788,,,,46.036,3.0497,,,
Life Trans 123 Company GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,2895.2213,2895.2213,2427.5083,467.713,0,467.713,,,,,,,467.713,,,,,,,,,,
Life Trans 123 Company GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,203.777,203.777,203.777,0,0,0,,,,,,,,,,,,,,,,,
Life Trans 123 Company GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,129.6762,129.6762,114.6762,15,0,15,15,,,,,,,,,,,,,,,,
Life Trans 123 Company GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,,-879.1989,-1298.5942,1298.5942,879.1989,419.3953,,,,,,,,,419.3953,,,,,879.1989,,,
Life Trans 123 Company GmbH,ONEset,Earth,2023-Dec,SO00023,UK,60,,-44.1443,-44.1443,44.1443,44.1443,0,,,,,,,,,,,,,,44.1443,,,
LIST Walter,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,150,145.6155,121.276,28.724,4.3845,24.3395,7.06,,,,,,,16.1185,,,1.161,,,4.3845,,,
LIST Walter,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,-46.5474,-50.2964,50.2964,46.5474,3.749,,,,,,,,,,,3.749,,,46.5474,,,
LIST Walter,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,-0.01,-0.01,-0.01,0,0,0,,,,,,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,2478.22,2478.22,2478.22,0,0,0,,,,,,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,-35.64,-35.64,-35.64,0,0,0,,,,,,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,40848.21,40848.21,29728.3279,11119.8821,0,11119.8821,9524.3821,,,1595.5,,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,40127.28,40127.28,29459.394,10667.886,0,10667.886,10667.886,,,,,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,0.94,-251.8509,-614.0282,614.9682,252.7909,362.1773,0.3704,,,,,,,361.8069,,,,,,252.7909,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-119.34,-119.34,119.34,119.34,0,,,,,119.34,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-2522.0988,-3350.8595,3350.8595,2522.0988,828.7607,,,,,,,,,,,828.7607,,,2522.0988,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-369.2882,-875.503,875.503,369.2882,506.2148,,,,,,,,283.5535,,12.3687,210.2926,,,369.2882,,,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-1955.7136,-2371.3312,2371.3312,1955.7136,415.6176,,,,,,,,,,,355.6196,,,1955.7136,,59.998,
LL Hausmeisterservice GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,-2.9507,2.9507,0,2.9507,,,,,,,,,,,,,,,2.9507,,
LL Hausmeisterservice GmbH,Handy Mop,Earth,2023-Dec,SO00024,USA,30,39.92,39.92,39.92,0,0,0,,,,,,,,,,,,,,,,,
LL Hausmeisterservice GmbH,Handy Mop,Earth,2023-Dec,SO00024,USA,30,15.02,15.02,15.02,0,0,0,,,,,,,,,,,,,,,,,
LÖWENBAU GmbH,Rhino Case,Mars,2023-Dec,SO00068,USA,30,70872.518,70650.2892,38834.5601,32037.9579,222.2288,31815.7291,30148.1547,28.5816,1218.1623,,,,,250.5358,63.2298,,,,,222.2288,,107.0649,
LÖWENBAU GmbH,Rhino Case,Mars,2023-Dec,SO00068,USA,30,,-1552.0244,-1570.7928,1570.7928,1552.0244,18.7684,,,,,,,,9.2836,9.4848,,,,,1552.0244,,,
LÖWENBAU GmbH,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,-6730.3472,-6934.0901,-7069.7021,339.3549,203.7429,135.612,,,,,,,,,135.612,,,,,203.7429,,,
LÖWENBAU GmbH,Snap It,Mars,2023-Dec,SO00069,USA,30,1196.1972,1191.9364,157.7076,1038.4896,4.2608,1034.2288,70.72,,,,,,963.5088,,,,,,,4.2608,,,
LÖWENBAU GmbH,Snap It,Mars,2023-Dec,SO00069,USA,30,,-306.0461,-813.7258,813.7258,306.0461,507.6797,,,,,,,,,507.6797,,,,,306.0461,,,
LUPUTZ Vasile,Uno Wear,Venus,2023-Dec,SO00064,USA,30,9987.01,9893.2939,6354.8612,3632.1488,93.7161,3538.4327,3082.6407,,62.7,6.7,,,,279.8224,,,106.5696,,,93.7161,,,
LUPUTZ Vasile,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-142.4234,-180.5129,180.5129,142.4234,38.0895,,,,,,,,3.2487,,,24.0222,,,142.4234,10.8186,,
LUVARE Trockenbau GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,,0,-3448.6205,3448.6205,0,3448.6205,,,,,,,,,,,,,3448.6205,,,,
LUVARE Trockenbau GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,-5977.5165,5977.5165,0,5977.5165,,,,,,,,,,,,,5977.5165,,,,
LUX TAXI KG,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,,-8.332,-43.4013,43.4013,8.332,35.0693,,,,,,,,,,,,,,8.332,,35.0693,
LUX TAXI KG,Uno Wear,Venus,2023-Dec,SO00064,USA,30,158581.73,158301.5105,106303.2066,52278.5234,280.2195,51998.3039,44759.025,,246.44,251.7,,,,5497.272,,,1243.4013,,,280.2195,,0.4656,
LUX TAXI KG,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-1270.0571,-2003.1676,2003.1676,1270.0571,733.1105,,,,,,,,181.1654,,,431.9567,,,1270.0571,119.9884,,
LUX TAXI KG,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,-2.328,2.328,0,2.328,,,,,,,,,,,,,,,,2.328,
LUX TAXI KG,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,0,-220.629,220.629,0,220.629,,,,,,,,220.1634,,,,,,,,0.4656,
LV Dienstleistungen GmbH,Cube,Venus,2023-Dec,SO00060,ITALY,60,155.7914,155.2875,54.9765,100.8149,0.5039,100.311,,,,,,,21.1716,79.1394,,,,,,0.5039,,,
LV Dienstleistungen GmbH,Cube,Venus,2023-Dec,SO00060,ITALY,60,,-13.4599,-13.4599,13.4599,13.4599,0,,,,,,,,,,,,,,13.4599,,,
M & E Food Handels GmbH,Cube,Venus,2023-Dec,SO00060,ITALY,60,14484.6822,14482.6822,10210.8554,4273.8268,2,4271.8268,4271.8268,,,,,,,,,,,,,2,,,
M & E Food Handels GmbH,Cube,Venus,2023-Dec,SO00060,ITALY,60,-724.2394,-800.3137,-800.3137,76.0743,76.0743,0,,,,,,,,,,,,,,76.0743,,,
M&M Verspachtelung KG,Cuboid,Earth,2023-Dec,SO00058,USA,30,,0,-112.2536,112.2536,0,112.2536,,,,,,,,,,,,,112.2536,,,,
M. Takacs Immo & Handels GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,7171.52,7132.7301,4508.9541,2662.5659,38.7899,2623.776,2462.3649,,16.9,,,,,10.62,,,133.8911,,,38.7899,,,
M. Takacs Immo & Handels GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-99.4456,-181.2437,181.2437,99.4456,81.7981,,,,,,,,37.4763,,,22.6846,,,99.4456,21.6372,,
M.N.G. Beauty GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,1243.912,1243.912,1243.912,0,0,0,,,,,,,,,,,,,,,,,
M.N.G. Beauty GmbH,Cuboid,Earth,2023-Dec,SO00058,USA,30,,-11.4481,-11.4481,11.4481,11.4481,0,,,,,,,,,,,,,,11.4481,,,
M.N.G. Beauty GmbH,Swish Wallet,Earth,2023-Dec,SO00022,USA,30,,0,-12.3218,12.3218,0,12.3218,,,,,,,,12.3218,,,,,,,,,
M.N.G. Beauty GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,9422.088,9422.088,8309.9956,1112.0924,0,1112.0924,1112.0924,,,,,,,,,,,,,,,,
M.N.G. Beauty GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,470.65,470.65,470.65,0,0,0,,,,,,,,,,,,,,,,,
M.N.G. Beauty GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-2111.0936,-2658.9359,2658.9359,2111.0936,547.8423,,,,,,,,4.9988,77.1729,,84.5753,,,2111.0936,,381.0953,
M.N.G. Beauty GmbH,Orbital Keys,Earth,2023-Dec,SO00063,USA,30,,-6.2497,-135.2955,135.2955,6.2497,129.0458,,,,,,,,,,,129.0458,,,6.2497,,,
M.N.G. Beauty GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,6339.99,6339.99,4777.0789,1562.9111,0,1562.9111,197.9083,,,,,,1365.0028,,,,,,,,,,
M.N.G. Beauty GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,,-19.1815,-19.1815,19.1815,19.1815,0,,,,,,,,,,,,,,19.1815,,,
M.N.G. Beauty GmbH,Mono,Earth,2023-Dec,SO00059,IRELAND,45,,-1.1509,-1.1509,1.1509,1.1509,0,,,,,,,,,,,,,,1.1509,,,
M.S.O. Hausbau GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,5245,5245,1450.5,3794.5,0,3794.5,,,,,,,3794.5,,,,,,,,,,
M.S.O. Hausbau GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,,-17.805,-17.805,17.805,17.805,0,,,,,,,,,,,,,,17.805,,,
M.S.O. Hausbau GmbH,Scruncho,Venus,2023-Dec,SO00065,USA,30,,-1.1822,-1.1822,1.1822,1.1822,0,,,,,,,,,,,,,,1.1822,,,
M.S.O. Hausbau GmbH,Villafy,Venus,2023-Dec,SO00066,USA,30,10000,9999.5518,9999.5518,0.4482,0.4482,0,,,,,,,,,,,,,,0.4482,,,
M.S.O. Hausbau GmbH,Villafy,Venus,2023-Dec,SO00066,USA,30,,-6.2776,-6.2776,6.2776,6.2776,0,,,,,,,,,,,,,,6.2776,,,
M.S.O. Hausbau GmbH,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,4585.4,4578.7506,2618.313,1967.087,6.6494,1960.4376,1927.92,,,,,,,,,,32.5176,,,6.6494,,,
M.S.O. Hausbau GmbH,Stickem,Venus,2023-Dec,SO00061,IRELAND,45,-203.13,-272.1103,-337.9618,134.8318,68.9803,65.8515,,,,,,,,,,,12.0793,,,68.9803,,53.7722,
M.S.O. Hausbau GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,310923.36,310390.2639,189480.4582,121442.9018,533.0961,120909.8057,103799.4131,,1506.375,4040.245,,,2709,6947.083,,,1907.0688,,,533.0961,,0.6208,
M.S.O. Hausbau GmbH,Uno Wear,Venus,2023-Dec,SO00064,USA,30,,-2351.0426,-3926.1538,3926.1538,2351.0426,1575.1112,,,,,,,,946.2163,,,513.825,,,2351.0426,115.0699,,
M.S.O. Hausbau GmbH,Sharpy Knife,Mars,2023-Dec,SO00062,SPAIN,UNKNOWN,,0,-16.9083,16.9083,0,16.9083,,,,,,,,,,,16.9083,,,,,,
