Client name,Service Offerings,Service Lines,[Year-Month],[Service Offering ID],Country,Collection Days,Revenue,Gross Profit,Direct Profit,Total Cost,Total Cost GP,Total Cost DP,External Blue,External Green,External Red,External Yellow,External Pink,External Orange,External Black,Internal Blue,Internal green,Internal Red,Internal Yellow,Internal Orange,Internal White,Internal Brown,Internal Blue,Internal Pink,Internal Pink
H2O Mezei KG,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
H2O Mezei KG,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-24.7655,-27.5559,27.5559,24.7655,2.7904,,,,,,,,,,,2.7904,,,24.7655,,,
H2O Mezei KG,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-41.5367,-58.8058,58.8058,41.5367,17.2691,,,,,,,,8.0524,,,9.2167,,,41.5367,,,
Haftex Cleaning GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,131.1162,123.3449,123.3449,7.7713,7.7713,0,,,,,,,,,,,,,,7.7713,,,
Haftex Cleaning GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-362.5685,362.5685,0,362.5685,,,,,,,,,362.5685,,,,,,,,
Haftex Cleaning GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-0.883,-116.766,116.766,0.883,115.883,,,,,,,,,115.883,,,,,0.883,,,
HAKO Bau GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,4669.85,4669.85,2153.8685,2515.9815,0,2515.9815,1974.5709,,541.4106,,,,,,,,,,,,,,
HAKO Bau GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-5.94,-5.94,5.94,5.94,0,,,,,5.94,,,,,,,,,,,,
HAKO Bau GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-402.0559,-450.5478,450.5478,402.0559,48.4919,,,,,,,,,21.5122,,,,,402.0559,,26.9797,
HAKO Bau GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-52.7075,-52.7075,52.7075,52.7075,0,,,,,,,,,,,,,,52.7075,,,
HAKO Bau GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,0,-26.9796,26.9796,0,26.9796,,,,,,,,,,,,,,,,26.9796,
HAKO Bau GmbH,Snap It,Mars,2024-Feb,SO00069,USA,30,825,825,825,0,0,0,,,,,,,,,,,,,,,,,
HAKO Bau GmbH,Snap It,Mars,2024-Feb,SO00069,USA,30,,-18.4089,-18.4089,18.4089,18.4089,0,,,,,,,,,,,,,,18.4089,,,
HAKO Bau GmbH,Snap It,Mars,2024-Feb,SO00069,USA,30,,-2.5253,-2.5253,2.5253,2.5253,0,,,,,,,,,,,,,,2.5253,,,
HALA Bauservice GmbH,Cube,Venus,2024-Feb,SO00060,ITALY,60,13216.6791,13208.0945,9715.23,3501.4491,8.5846,3492.8645,3071.1089,,,,,,421.7556,,,,,,,8.5846,,,
HALA Bauservice GmbH,Cube,Venus,2024-Feb,SO00060,ITALY,60,128.4534,127.1283,15.3783,113.0751,1.3251,111.75,65.7209,,,,,,46.0291,,,,,,,1.3251,,,
HALA Bauservice GmbH,Cube,Venus,2024-Feb,SO00060,ITALY,60,,-365.4439,-373.8452,373.8452,365.4439,8.4013,,,,,,,,8.4013,,,,,,365.4439,,,
Hartgeb Bau-GmbH,Cube,Venus,2024-Feb,SO00060,ITALY,60,4795.3628,4791.2396,2258.027,2537.3358,4.1232,2533.2126,1216.564,,,,,,1316.6486,,,,,,,4.1232,,,
Hartgeb Bau-GmbH,Cube,Venus,2024-Feb,SO00060,ITALY,60,-527.4944,-612.1816,-612.1816,84.6872,84.6872,0,,,,,,,,,,,,,,84.6872,,,
HB System-Montage GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
HB System-Montage GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
HEGEDÜS Mark,Uno Wear,Venus,2024-Feb,SO00064,USA,30,9358.83,9335.6215,6281.1267,3077.7033,23.2085,3054.4948,2312.325,,21.5,,,,,665.1795,,,55.4903,,,23.2085,,,
HEGEDÜS Mark,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-47.5104,-75.4128,75.4128,47.5104,27.9024,,,,,,,,,,,13.8555,,,47.5104,14.0469,,
Helma TPB GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,0,-26.0717,26.0717,0,26.0717,,,,,,,,26.0717,,,,,,,,,
Helma TPB GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,0,0,0,0,0,,,,,,,,,,,,,,,,,
HERTEG Ovidiu,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,27203.48,27203.48,10649.2456,16554.2344,0,16554.2344,16554.2344,,,,,,,,,,,,,,,,
HERTEG Ovidiu,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,2176.16,2176.16,2176.16,0,0,0,,,,,,,,,,,,,,,,,
HERTEG Ovidiu,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-264.0795,264.0795,0,264.0795,264.0795,,,,,,,,,,,,,,,,
HERTEG Ovidiu,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-775.1875,-775.1875,775.1875,775.1875,0,,,,,775.1875,,,,,,,,,,,,
HERTEG Ovidiu,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-1561.3356,-1650.0173,1650.0173,1561.3356,88.6817,,,,,,,,,,,,,,1561.3356,,88.6817,
HERTEG Ovidiu,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-31.2753,-910.5953,910.5953,31.2753,879.32,,,,,,,,,,879.32,,,,31.2753,,,
Hexenküche Gastronomiebetrieb GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,,-7.7982,-12.5684,12.5684,7.7982,4.7702,,,,,,,,,,,,,,7.7982,,4.7702,
Hexenküche Gastronomiebetrieb GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hexenküche Gastronomiebetrieb GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,283581.75,283170.7079,156415.4059,127166.3441,411.0421,126755.302,121083.838,,1532.69,1266.93,,,,20.4913,,,2851.3527,,,411.0421,,,
Hexenküche Gastronomiebetrieb GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,30992.49,30992.49,23168.932,7823.558,0,7823.558,7553.558,,,90,,,180,,,,,,,,,,
Hexenküche Gastronomiebetrieb GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-644.3449,-1400.6711,1400.6711,644.3449,756.3262,,,,,,,,495.4465,,,233.9723,,,644.3449,26.9074,,
Hexenküche Gastronomiebetrieb GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-0.4749,0.4749,0,0.4749,,,,,,,,,,,,,,,,0.4749,
Hexenküche Gastronomiebetrieb GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-98.9784,98.9784,0,98.9784,,,,,,,,98.8201,,,,,,,,0.1583,
HIC Bau GmbH,Octagon,Jupiter,2024-Feb,SO00037,USA,30,,-278.632,-278.632,278.632,278.632,0,,,,,,,,,,,,,,278.632,,,
HIC Bau GmbH,InstaPress,Jupiter,2024-Feb,SO00040,USA,30,1032351.76,1032343.492,1032343.492,8.268,8.268,0,,,,,,,,,,,,,,8.268,,,
HIC Bau GmbH,InstaPress,Jupiter,2024-Feb,SO00040,USA,30,481085.67,481082.562,481082.562,3.108,3.108,0,,,,,,,,,,,,,,3.108,,,
HIC Bau GmbH,InstaPress,Jupiter,2024-Feb,SO00040,USA,30,,-37852.7823,-55821.7191,55821.7191,37852.7823,17968.9368,,,,,,,,312.8966,,,,,,37852.7823,,17656.0402,
HIC Bau GmbH,InstaPress,Jupiter,2024-Feb,SO00040,USA,30,,-14283.8656,-42762.8457,42762.8457,14283.8656,28478.9801,,,,,,,,787.0827,,,,,,14283.8656,,27691.8974,
HIC Bau GmbH,Quadrilateral,Jupiter,2024-Feb,SO00075,USA,30,,0,-55.3426,55.3426,0,55.3426,,,,,,,,55.3426,,,,,,,,,
HIC Bau GmbH,Cuboid,Earth,2024-Feb,SO00058,USA,30,5806.23,5806.23,4697.05,1109.18,0,1109.18,1029.18,,,80,,,0,,,,,,,,,,
HIC Bau GmbH,Cuboid,Earth,2024-Feb,SO00058,USA,30,,-3.107,-152.0015,152.0015,3.107,148.8945,,,,,,,,9.7167,,,139.1778,,,3.107,,,
HIC Bau GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,30412.52,30338.3617,16091.2368,14321.2832,74.1583,14247.1249,13030.5061,,248.6,893,,,,,,,75.0188,,,74.1583,,,
HIC Bau GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,1824.75,1533.4991,1462.1812,362.5688,291.2509,71.3179,,,,,,,,,,,18.268,,,291.2509,,53.0499,
HIC Bau GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,1050,1019.9866,709.9017,340.0983,30.0134,310.0849,282.2089,,,,,,,17.2938,,,10.5822,,,30.0134,,,
HIC Bau GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,63,-32.1156,-36.6826,99.6826,95.1156,4.567,,,,,,,,,,,4.567,,,95.1156,,,
HIC Bau GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,,-145.3359,-145.3359,145.3359,145.3359,0,,,,,,,,,,,,,,145.3359,,,
HIC Bau GmbH,Onovo Supply,Mars,2024-Feb,SO00027,USA,30,3850,3850,850,3000,0,3000,,,,,,,3000,,,,,,,,,,
HIC Bau GmbH,Onovo Supply,Mars,2024-Feb,SO00027,USA,30,1700,1700,1700,0,0,0,0,,,,,,,,,,,,,,,,
HIC Bau GmbH,Onovo Supply,Mars,2024-Feb,SO00027,USA,30,,-731.9845,-731.9845,731.9845,731.9845,0,,,,,,,,,,,,,,731.9845,,,
HIC Bau GmbH,Onovo Supply,Mars,2024-Feb,SO00027,USA,30,,-1.0154,-1.0154,1.0154,1.0154,0,,,,,,,,,,,,,,1.0154,,,
HIC Bau GmbH,Onovo Supply,Mars,2024-Feb,SO00027,USA,30,,-7.1262,-7.1262,7.1262,7.1262,0,,,,,,,,,,,,,,7.1262,,,
HIC Bau GmbH,Onovo Supply,Mars,2024-Feb,SO00027,USA,30,-416.25,-416.25,-416.25,0,0,0,,,,,,,,,,,,,,,,,
HIC Bau GmbH,Swish Wallet,Earth,2024-Feb,SO00022,USA,30,,-2.776,-12101.2111,12101.2111,2.776,12098.4351,,,,,,,,12098.4351,,,,,,2.776,,,
HIC Bau GmbH,Swish Wallet,Earth,2024-Feb,SO00022,USA,30,,0,-1990.04,1990.04,0,1990.04,,,,,,,,,,1990.04,,,,,,,
HIC Bau GmbH,Swish Wallet,Earth,2024-Feb,SO00022,USA,30,,0,-8874.5891,8874.5891,0,8874.5891,,,,,,,8874.5891,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,1173927.08,1173927.08,446765.0046,727162.0754,0,727162.0754,727162.0754,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,341124.62,341124.62,48099.6713,293024.9487,0,293024.9487,293024.9487,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,107231.76,107231.76,106936.9601,294.7999,0,294.7999,38.7999,,,256,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,101514.09,101514.09,49825.3646,51688.7254,0,51688.7254,51688.7254,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,89750.2,89750.2,42230.1287,47520.0713,0,47520.0713,43276.0713,,,4244,,,0,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,53275.27,53275.27,29794.9987,23480.2713,0,23480.2713,23480.2713,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,10690.49,10690.49,5655.88,5034.61,0,5034.61,4114.61,,,920,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,4614.18,4614.18,2748.9144,1865.2656,0,1865.2656,1865.2656,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,966.88,966.88,966.88,0,0,0,,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,210.12,210.12,202.12,8,0,8,,,,8,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-251.7588,-1789.1237,1789.1237,251.7588,1537.3649,,,,,,,,1499.9126,,,37.4523,,,251.7588,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-2.4116,2.4116,0,2.4116,,,,,,,,2.4116,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-1.9058,-202.9991,202.9991,1.9058,201.0933,,,,,,,,201.0933,,,,,,1.9058,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-0.8568,-12.386,12.386,0.8568,11.5292,,,,,,,,11.5292,,,,,,0.8568,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-295.74,-3201.7667,3201.7667,295.74,2906.0267,,,,,,,,2906.0267,,,,,,295.74,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-171.0073,-193.2778,193.2778,171.0073,22.2705,,,,,,,,22.2705,,,,,,171.0073,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-1.5831,-2.3645,2.3645,1.5831,0.7814,,,,,,,,0.7814,,,,,,1.5831,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-1360.4353,-43720.1801,43720.1801,1360.4353,42359.7448,,,,,,,,42359.7448,,,,,,1360.4353,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-177.557,177.557,0,177.557,,,,,,,,177.557,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-1.0276,-1.0276,1.0276,1.0276,0,,,,,,,,,,,,,,1.0276,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,0,-16065.0234,16065.0234,0,16065.0234,16065.0234,,,,,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,-88356.63,-96430.9008,-96430.9008,8074.2708,8074.2708,0,,,,,8074.2708,,,,,,,,,,,,
HIC Bau GmbH,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,-253328.55,-317092.0719,-395083.3095,141754.7595,63763.5219,77991.2376,,,,,,,,38114.4236,12903.3707,5362.395,1843.9949,,,63763.5219,3232.3542,16534.6992,
HIC Bau GmbH,Mono,Earth,2024-Feb,SO00059,IRELAND,45,44298.08,44298.08,25717.0122,18581.0678,0,18581.0678,7524.6978,,,,,,11056.37,,,,,,,,,,
HIC Bau GmbH,Mono,Earth,2024-Feb,SO00059,IRELAND,45,7885.99,7885.99,4703.53,3182.46,0,3182.46,3182.46,,,,,,,,,,,,,,,,
HIC Bau GmbH,Mono,Earth,2024-Feb,SO00059,IRELAND,45,1615.5,1615.5,1615.5,0,0,0,,,,,,,,,,,,,,,,,
HIC Bau GmbH,Mono,Earth,2024-Feb,SO00059,IRELAND,45,,-165.8306,-1227.3996,1227.3996,165.8306,1061.569,,,,,,,,,1042.4357,,19.1333,,,165.8306,,,
HIC Bau GmbH,Mono,Earth,2024-Feb,SO00059,IRELAND,45,,-13.8733,-1531.4784,1531.4784,13.8733,1517.6051,,,,,,,,60.2137,424.8314,1032.56,,,,13.8733,,,
HIC Bau GmbH,Mono,Earth,2024-Feb,SO00059,IRELAND,45,,-16.1742,-16.1742,16.1742,16.1742,0,,,,,,,,,,,,,,16.1742,,,
HIC Bau GmbH,ONEset,Earth,2024-Feb,SO00023,UK,60,,0,-223.3325,223.3325,0,223.3325,,,,,,,,,,,,,,,,223.3325,
Hilfsengel KG,Cuboid,Earth,2024-Feb,SO00058,USA,30,79.9623,79.9623,79.9623,0,0,0,,,,,,,,,,,,,,,,,
Hilfsengel KG,Circle,Saturn,2024-Feb,SO00079,UK,60,1798.3488,1798.3488,1462.271,336.0778,0,336.0778,336.0778,,,,,,,,,,,,,,,,
Hilfsengel KG,Circle,Saturn,2024-Feb,SO00079,UK,60,,-57.8531,-57.8531,57.8531,57.8531,0,,,,,,,,,,,,,,57.8531,,,
Hilfsengel KG,Circle,Saturn,2024-Feb,SO00079,UK,60,,-3.1428,-9.8412,9.8412,3.1428,6.6984,,,,,,,,,,,,,6.6984,3.1428,,,
Hilfsengel KG,Orbital Keys,Earth,2024-Feb,SO00063,USA,30,,-270.9356,-1119.3076,1119.3076,270.9356,848.372,,,,,,,,46.7699,,,,,680.9508,270.9356,,81.4834,39.1679
Hilfsengel KG,ONEset,Earth,2024-Feb,SO00023,UK,60,9397.5022,9397.5022,3093.9912,6303.511,0,6303.511,5610.8186,,,,,,692.6924,,,,,,,,,,
Hilfsengel KG,ONEset,Earth,2024-Feb,SO00023,UK,60,1039.6161,1039.6161,1039.6161,0,0,0,,,,,,,,,,,,,,,,,
Hilfsengel KG,ONEset,Earth,2024-Feb,SO00023,UK,60,,-1490.4474,-1654.4661,1654.4661,1490.4474,164.0187,,,,,,,,,,,,,164.0187,1490.4474,,,
Hilfsengel KG,ONEset,Earth,2024-Feb,SO00023,UK,60,,-65.1302,-65.1302,65.1302,65.1302,0,,,,,,,,,,,,,,65.1302,,,
HORVAT Alexandru,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-15.2448,-55.5099,55.5099,15.2448,40.2651,,,,,,,,40.2651,,,,,,15.2448,,,
HORVATH Angela,Scruncho,Venus,2024-Feb,SO00065,USA,30,449.5872,449.5872,236.5686,213.0186,0,213.0186,,,,,,,213.0186,,,,,,,,,,
HORVATH Angela,Scruncho,Venus,2024-Feb,SO00065,USA,30,,-33.1467,-37.3946,37.3946,33.1467,4.2479,,,,,,,,,,,4.2479,,,33.1467,,,
HORVATH Angela,Scruncho,Venus,2024-Feb,SO00065,USA,30,,-0.7881,-0.7881,0.7881,0.7881,0,,,,,,,,,,,,,,0.7881,,,
HORVATH Angela,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,204.8404,196.415,32.383,172.4574,8.4254,164.032,160.1138,,,,,,,,,,3.9182,,,8.4254,,,
HORVATH Angela,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,,-20.2097,-20.2097,20.2097,20.2097,0,,,,,,,,,,,,,,20.2097,,,
HORVATH Angela,Uno Wear,Venus,2024-Feb,SO00064,USA,30,173.4122,166.4002,49.2231,124.1891,7.012,117.1771,112.4381,,,,,,,,,,4.739,,,7.012,,,
HORVATH Angela,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-1.5241,-1.5241,1.5241,1.5241,0,,,,,,,,,,,,,,1.5241,,,
HORVATH Roland,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,461.4047,461.4047,155.6708,305.7339,0,305.7339,289.6773,,16.0566,,,,,,,,,,,,,,
HORVATH Roland,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-108.2228,-172.7594,172.7594,108.2228,64.5366,,,,,,,,,64.5366,,,,,108.2228,,,
HORVATH Roland,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-155.3158,-155.3158,155.3158,155.3158,0,,,,,,,,,,,,,,155.3158,,,
HORVATH Roland,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-6.8064,-13.9726,13.9726,6.8064,7.1662,,,,,,,,,,,,,,6.8064,,7.1662,
HORVATH Roland,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hoxha GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,,0,-123.3494,123.3494,0,123.3494,,,,,,,,,,,,,,,,123.3494,
Hoxha GmbH,Stickem,Venus,2024-Feb,SO00061,IRELAND,45,,0,-53.0499,53.0499,0,53.0499,,,,,,,,,,,,,,,,53.0499,
Hoxha GmbH,Uno Wear,Venus,2024-Feb,SO00064,USA,30,,-5.2956,-13.9103,13.9103,5.2956,8.6147,,,,,,,,,,,,,,5.2956,,8.6147,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,6002.4381,5897.8565,3671.7167,2330.7214,104.5816,2226.1398,1772.7785,9.634,322.7394,30,,,90.9879,,,,,,,104.5816,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,4399.5301,4399.5301,3177.3954,1222.1347,0,1222.1347,1043.1562,,178.9785,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,2261.3045,2261.3045,1314.8784,946.4261,0,946.4261,237.5423,209.8871,498.9967,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,1288.5387,-123.8122,-123.8122,1412.3509,1412.3509,0,,,,,,,,,,,,,,1412.3509,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,1172.2334,1172.2334,705.3914,466.842,0,466.842,124.97,107.9535,233.9185,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,439.9533,439.9533,439.9533,0,0,0,,,,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,427.9642,427.9642,272.6964,155.2678,0,155.2678,138.1408,,17.127,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,423.2435,423.2435,281.4463,141.7972,0,141.7972,52.9114,54.6318,34.254,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,278.3157,278.3157,68.9214,209.3943,0,209.3943,22.7835,,,,,,186.6108,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,266.9692,266.9692,62.5663,204.4029,0,204.4029,195.12,,9.2829,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,260.1502,260.1502,142.1834,117.9668,0,117.9668,30.1465,37.5097,50.3106,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,124.0861,124.0861,57.7594,66.3267,0,66.3267,57.7632,,8.5635,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,116.0149,116.0149,42.1174,73.8975,0,73.8975,48.207,,25.6905,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,91.2876,91.2876,50.1522,41.1354,0,41.1354,32.5719,,8.5635,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,25.9583,25.9583,11.3196,14.6387,0,14.6387,2.607,3.4682,8.5635,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,16.2279,16.2279,2.5355,13.6924,0,13.6924,5.1289,,8.5635,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,13.0059,13.0059,-1.445,14.4509,0,14.4509,4.8169,,9.634,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-75.4118,-75.4118,75.4118,75.4118,0,,,,,,,,,,,,,,75.4118,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-154.6657,-154.6657,154.6657,154.6657,0,,,,,,,,,,,,,,154.6657,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-0.353,-0.353,0.353,0.353,0,,,,,,,,,,,,,,0.353,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-70.9167,-80.5078,80.5078,70.9167,9.5911,,,,,,,,,9.5911,,,,,70.9167,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-12.6376,-120.1419,120.1419,12.6376,107.5043,,,,,,,,,,,,,,12.6376,,107.5043,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-18.4627,-18.4627,18.4627,18.4627,0,,,,,,,,,,,,,,18.4627,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-7.6069,-18.3573,18.3573,7.6069,10.7504,,,,,,,,,,,,,,7.6069,,10.7504,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-611.9269,-611.9269,611.9269,611.9269,0,,,,,,,,,,,,,,611.9269,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-1.2852,-1.2852,1.2852,1.2852,0,,,,,,,,,,,,,,1.2852,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-498.5418,-498.5418,498.5418,498.5418,0,,,,,,,,,,,,,,498.5418,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,-8.7553,-8.7553,8.7553,8.7553,0,,,,,,,,,,,,,,8.7553,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,0,-128.7109,128.7109,0,128.7109,,,,,,,,,95.9966,,21.9639,,,,,10.7504,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hoxha GmbH,Sharpy Knife,Mars,2024-Feb,SO00062,SPAIN,UNKNOWN,-311.5299,-311.5299,-311.5299,0,0,0,,,,,,,,,,,,,,,,,
Hoxha GmbH,Parallelogram,Mars,2024-Feb,SO00081,USA,30,,-18.9044,-18.9044,18.9044,18.9044,0,,,,,,,,,,,,,,18.9044,,,
Hoxha GmbH,Parallelogram,Mars,2024-Feb,SO00081,USA,30,,-4.3627,-4.3627,4.3627,4.3627,0,,,,,,,,,,,,,,4.3627,,,
